AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
9.09,9.09,2.27,0.0,0.0,18.18,6.82,4.55,9.09,0.0,2.27,9.09,0.0,2.27,0.0,4.55,9.09,4.55,4.55,4.55
10.81,5.41,0.0,2.7,2.7,21.62,5.41,2.7,5.41,2.7,0.0,10.81,0.0,0.0,2.7,8.11,2.7,5.41,5.41,5.41
11.63,4.65,0.0,4.65,0.0,16.28,2.33,9.3,9.3,2.33,2.33,9.3,0.0,2.33,0.0,6.98,2.33,6.98,4.65,4.65
9.76,4.88,0.0,2.44,0.0,19.51,0.0,7.32,4.88,2.44,4.88,9.76,0.0,2.44,4.88,9.76,2.44,4.88,4.88,4.88
9.09,0.0,0.0,6.06,9.09,9.09,0.0,9.09,6.06,15.15,0.0,0.0,6.06,3.03,0.0,21.21,3.03,3.03,0.0,0.0
9.09,0.0,0.0,3.03,9.09,12.12,0.0,12.12,6.06,12.12,0.0,0.0,6.06,3.03,0.0,21.21,3.03,3.03,0.0,0.0
9.09,0.0,0.0,6.06,12.12,9.09,0.0,9.09,6.06,12.12,0.0,0.0,6.06,3.03,0.0,21.21,3.03,3.03,0.0,0.0
9.09,0.0,0.0,3.03,9.09,12.12,0.0,9.09,6.06,15.15,0.0,0.0,6.06,3.03,0.0,21.21,3.03,3.03,0.0,0.0
9.09,0.0,3.03,3.03,12.12,9.09,0.0,9.09,6.06,12.12,0.0,0.0,6.06,3.03,0.0,21.21,3.03,3.03,0.0,0.0
4.35,4.35,4.35,4.35,4.35,15.22,0.0,15.22,19.57,4.35,2.17,4.35,2.17,0.0,2.17,0.0,8.7,4.35,0.0,0.0
6.52,4.35,4.35,4.35,4.35,13.04,0.0,19.57,19.57,0.0,2.17,4.35,0.0,0.0,2.17,2.17,8.7,4.35,0.0,0.0
5.41,5.41,2.7,2.7,2.7,16.22,0.0,8.11,18.92,16.22,5.41,2.7,0.0,0.0,0.0,8.11,0.0,5.41,0.0,0.0
16.22,5.41,0.0,2.7,5.41,16.22,2.7,5.41,13.51,13.51,2.7,2.7,0.0,2.7,0.0,2.7,8.11,0.0,0.0,0.0
10.81,5.41,5.41,0.0,5.41,13.51,0.0,5.41,16.22,16.22,0.0,0.0,0.0,2.7,2.7,8.11,2.7,5.41,0.0,0.0
10.81,5.41,2.7,0.0,8.11,13.51,0.0,5.41,13.51,10.81,0.0,2.7,0.0,2.7,5.41,10.81,0.0,8.11,0.0,0.0
2.27,18.18,4.55,9.09,0.0,11.36,2.27,0.0,6.82,4.55,0.0,2.27,4.55,0.0,9.09,11.36,2.27,4.55,4.55,2.27
4.0,12.0,4.0,8.0,2.0,6.0,0.0,4.0,8.0,8.0,0.0,4.0,4.0,2.0,16.0,4.0,6.0,0.0,2.0,6.0
2.7,0.0,2.7,2.7,8.11,16.22,0.0,5.41,18.92,10.81,0.0,5.41,2.7,2.7,8.11,2.7,2.7,8.11,0.0,0.0
2.33,2.33,0.0,2.33,2.33,11.63,0.0,9.3,20.93,4.65,0.0,0.0,4.65,4.65,18.6,0.0,4.65,2.33,4.65,4.65
0.0,0.0,2.63,10.53,5.26,10.53,0.0,13.16,15.79,7.89,0.0,2.63,2.63,7.89,13.16,2.63,5.26,0.0,0.0,0.0
2.7,5.41,2.7,2.7,2.7,18.92,0.0,10.81,18.92,16.22,2.7,2.7,0.0,0.0,0.0,8.11,0.0,5.41,0.0,0.0
3.03,3.03,6.06,6.06,6.06,12.12,0.0,12.12,12.12,12.12,0.0,0.0,0.0,6.06,15.15,3.03,0.0,0.0,3.03,0.0
0.0,0.0,0.0,0.0,13.95,2.33,0.0,9.3,0.0,0.0,0.0,0.0,46.51,0.0,25.58,0.0,0.0,2.33,0.0,0.0
0.0,0.0,0.0,1.92,1.92,3.85,3.85,0.0,5.77,17.31,0.0,0.0,38.46,1.92,17.31,1.92,0.0,0.0,5.77,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,11.67,0.0,0.0,36.67,5.0,33.33,1.67,0.0,0.0,3.33,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,2.13,13.83,0.0,0.0,44.68,2.13,29.79,2.13,0.0,0.0,0.0,0.0
5.0,0.0,2.5,2.5,2.5,5.0,7.5,12.5,7.5,10.0,2.5,0.0,2.5,7.5,15.0,10.0,5.0,2.5,0.0,0.0
1.27,0.0,0.0,0.0,18.99,8.86,0.0,1.27,0.0,0.0,0.0,6.33,53.16,0.0,7.59,0.0,0.0,1.27,1.27,0.0
1.27,0.0,0.0,0.0,17.72,8.86,0.0,1.27,0.0,0.0,0.0,6.33,53.16,0.0,7.59,0.0,0.0,2.53,1.27,0.0
8.11,0.0,2.7,0.0,5.41,10.81,5.41,0.0,13.51,5.41,0.0,8.11,0.0,0.0,16.22,0.0,2.7,10.81,5.41,5.41
1.52,3.03,6.06,1.52,4.55,27.27,1.52,9.09,1.52,1.52,0.0,4.55,9.09,0.0,12.12,12.12,0.0,4.55,0.0,0.0
5.41,16.22,2.7,0.0,2.7,18.92,8.11,2.7,2.7,2.7,0.0,2.7,8.11,0.0,13.51,2.7,2.7,0.0,0.0,8.11
2.86,17.14,2.86,0.0,2.86,20.0,8.57,2.86,2.86,2.86,0.0,2.86,8.57,0.0,11.43,2.86,2.86,0.0,0.0,8.57
5.13,20.51,0.0,0.0,5.13,17.95,5.13,2.56,2.56,2.56,0.0,5.13,2.56,2.56,10.26,2.56,2.56,0.0,2.56,10.26
5.41,16.22,0.0,0.0,8.11,16.22,5.41,2.7,2.7,2.7,0.0,5.41,2.7,5.41,16.22,2.7,2.7,0.0,0.0,5.41
5.41,16.22,0.0,0.0,8.11,16.22,5.41,2.7,2.7,2.7,0.0,2.7,2.7,5.41,16.22,2.7,5.41,0.0,0.0,5.41
0.0,16.22,0.0,0.0,5.41,18.92,5.41,2.7,10.81,0.0,0.0,2.7,2.7,8.11,2.7,5.41,5.41,0.0,0.0,13.51
2.17,17.39,2.17,2.17,0.0,13.04,2.17,6.52,10.87,4.35,4.35,6.52,0.0,0.0,6.52,2.17,10.87,2.17,2.17,4.35
4.26,17.02,0.0,6.38,8.51,8.51,4.26,2.13,0.0,0.0,0.0,6.38,0.0,4.26,17.02,8.51,8.51,4.26,0.0,0.0
4.26,17.02,2.13,2.13,4.26,4.26,0.0,4.26,8.51,0.0,2.13,6.38,4.26,19.15,12.77,4.26,0.0,2.13,2.13,0.0
4.26,17.02,4.26,2.13,4.26,2.13,0.0,2.13,8.51,2.13,0.0,4.26,4.26,21.28,10.64,4.26,0.0,6.38,2.13,0.0
2.13,17.02,2.13,6.38,8.51,8.51,6.38,0.0,4.26,2.13,0.0,4.26,4.26,0.0,14.89,10.64,6.38,2.13,0.0,0.0
4.26,17.02,2.13,2.13,2.13,14.89,0.0,2.13,6.38,2.13,4.26,6.38,4.26,4.26,17.02,4.26,0.0,4.26,2.13,0.0
0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,18.18,0.0,18.18,27.27,0.0,0.0,0.0,0.0,27.27,0.0,0.0
0.0,19.35,3.23,3.23,0.0,12.9,0.0,0.0,6.45,9.68,0.0,6.45,0.0,0.0,3.23,3.23,19.35,6.45,0.0,6.45
2.63,15.79,0.0,0.0,10.53,10.53,0.0,5.26,0.0,5.26,0.0,0.0,5.26,2.63,26.32,7.89,0.0,5.26,2.63,0.0
2.63,15.79,0.0,0.0,7.89,10.53,2.63,5.26,0.0,5.26,0.0,0.0,5.26,2.63,23.68,10.53,0.0,5.26,2.63,0.0
2.7,0.0,5.41,10.81,10.81,5.41,0.0,8.11,10.81,10.81,0.0,2.7,2.7,2.7,16.22,2.7,2.7,5.41,0.0,0.0
5.41,0.0,2.7,8.11,10.81,5.41,2.7,10.81,13.51,8.11,0.0,2.7,2.7,5.41,13.51,2.7,2.7,2.7,0.0,0.0
2.7,0.0,2.7,2.7,8.11,13.51,0.0,8.11,21.62,10.81,0.0,5.41,2.7,2.7,10.81,2.7,2.7,2.7,0.0,0.0
5.41,0.0,5.41,8.11,8.11,10.81,0.0,8.11,18.92,10.81,0.0,0.0,2.7,5.41,8.11,2.7,2.7,2.7,0.0,0.0
6.38,6.38,3.19,6.38,1.06,7.45,1.06,5.32,0.0,11.7,0.0,1.06,11.7,7.45,12.77,4.26,4.26,7.45,1.06,1.06
4.76,14.29,0.0,0.0,0.0,11.9,2.38,4.76,2.38,2.38,0.0,2.38,9.52,2.38,14.29,9.52,0.0,7.14,4.76,7.14
2.63,15.79,0.0,0.0,2.63,13.16,2.63,0.0,5.26,7.89,2.63,2.63,7.89,2.63,10.53,2.63,5.26,0.0,2.63,13.16
0.0,14.63,4.88,4.88,4.88,14.63,2.44,4.88,4.88,4.88,0.0,0.0,7.32,2.44,12.2,12.2,0.0,0.0,2.44,2.44
5.0,10.0,2.5,5.0,5.0,5.0,0.0,2.5,2.5,7.5,5.0,5.0,5.0,0.0,15.0,10.0,7.5,5.0,2.5,0.0
2.94,17.65,2.94,2.94,0.0,17.65,2.94,2.94,5.88,0.0,0.0,8.82,5.88,5.88,5.88,5.88,0.0,2.94,2.94,5.88
5.88,17.65,2.94,2.94,0.0,17.65,2.94,2.94,2.94,0.0,0.0,8.82,5.88,5.88,5.88,5.88,0.0,2.94,2.94,5.88
0.0,0.0,5.41,0.0,2.7,8.11,2.7,16.22,8.11,0.0,0.0,10.81,13.51,8.11,8.11,2.7,5.41,2.7,5.41,0.0
9.52,0.0,14.29,7.14,0.0,2.38,2.38,9.52,4.76,9.52,0.0,4.76,11.9,0.0,7.14,2.38,4.76,2.38,2.38,4.76
2.38,0.0,4.76,4.76,4.76,0.0,2.38,14.29,2.38,4.76,0.0,0.0,26.19,2.38,11.9,7.14,4.76,2.38,2.38,2.38
4.65,13.95,4.65,4.65,2.33,13.95,2.33,2.33,4.65,4.65,0.0,9.3,0.0,0.0,4.65,6.98,6.98,4.65,4.65,4.65
4.55,13.64,4.55,6.82,2.27,13.64,2.27,2.27,6.82,2.27,0.0,9.09,0.0,0.0,4.55,6.82,4.55,4.55,6.82,4.55
13.73,0.0,3.92,9.8,1.96,1.96,1.96,1.96,17.65,7.84,0.0,3.92,1.96,13.73,0.0,3.92,5.88,7.84,0.0,1.96
3.33,0.0,5.0,13.33,5.0,1.67,0.0,6.67,13.33,6.67,0.0,11.67,3.33,8.33,0.0,6.67,8.33,3.33,0.0,3.33
17.95,0.0,5.13,10.26,5.13,7.69,0.0,15.38,7.69,2.56,0.0,2.56,2.56,7.69,7.69,2.56,2.56,2.56,0.0,0.0
4.35,2.17,2.17,2.17,2.17,0.0,2.17,4.35,4.35,13.04,2.17,6.52,0.0,2.17,4.35,17.39,4.35,17.39,4.35,4.35
31.03,0.0,3.45,0.0,3.45,12.07,1.72,6.9,1.72,13.79,1.72,0.0,1.72,1.72,1.72,3.45,8.62,1.72,3.45,1.72
21.74,0.0,0.0,0.0,1.45,11.59,0.0,10.14,4.35,8.7,2.9,2.9,0.0,4.35,1.45,4.35,13.04,10.14,1.45,1.45
17.07,2.44,0.0,4.88,2.44,15.85,1.22,9.76,10.98,12.2,0.0,3.66,1.22,2.44,0.0,2.44,4.88,2.44,3.66,2.44
18.75,0.0,2.08,2.08,4.17,6.25,0.0,4.17,18.75,14.58,2.08,4.17,2.08,6.25,6.25,4.17,0.0,4.17,0.0,0.0
5.41,0.0,5.41,0.0,10.81,10.81,0.0,5.41,21.62,5.41,0.0,2.7,0.0,5.41,5.41,8.11,2.7,10.81,0.0,0.0
8.11,0.0,5.41,2.7,13.51,13.51,0.0,5.41,24.32,5.41,0.0,2.7,0.0,2.7,2.7,8.11,0.0,5.41,0.0,0.0
10.81,0.0,5.41,2.7,8.11,10.81,0.0,5.41,21.62,8.11,0.0,2.7,0.0,5.41,5.41,8.11,0.0,5.41,0.0,0.0
5.41,0.0,5.41,0.0,10.81,10.81,0.0,5.41,21.62,5.41,0.0,2.7,0.0,2.7,5.41,10.81,2.7,10.81,0.0,0.0
6.12,8.16,2.04,2.04,2.04,4.08,0.0,6.12,6.12,0.0,2.04,2.04,8.16,12.24,16.33,8.16,2.04,8.16,4.08,0.0
0.0,0.0,7.89,7.89,7.89,7.89,18.42,0.0,7.89,2.63,0.0,5.26,2.63,0.0,10.53,7.89,0.0,0.0,0.0,13.16
6.17,7.41,8.64,8.64,3.7,4.94,3.7,4.94,12.35,6.17,1.23,3.7,4.94,1.23,2.47,4.94,4.94,7.41,0.0,2.47
13.33,6.67,6.67,10.0,2.22,1.11,7.78,4.44,3.33,7.78,2.22,7.78,2.22,5.56,4.44,2.22,6.67,3.33,0.0,2.22
16.13,4.84,0.0,4.84,3.23,24.19,1.61,1.61,6.45,1.61,1.61,6.45,1.61,0.0,3.23,6.45,1.61,6.45,4.84,3.23
5.0,10.0,5.0,5.0,2.5,5.0,0.0,5.0,2.5,7.5,2.5,0.0,5.0,2.5,17.5,12.5,5.0,5.0,2.5,0.0
2.78,16.67,0.0,0.0,0.0,19.44,2.78,2.78,8.33,0.0,0.0,11.11,5.56,8.33,5.56,5.56,0.0,2.78,2.78,5.56
9.68,0.0,3.23,3.23,0.0,22.58,0.0,9.68,16.13,9.68,0.0,6.45,0.0,0.0,0.0,3.23,3.23,12.9,0.0,0.0
12.9,0.0,3.23,3.23,3.23,19.35,0.0,12.9,16.13,6.45,0.0,6.45,0.0,0.0,0.0,6.45,3.23,6.45,0.0,0.0
12.9,0.0,3.23,3.23,6.45,19.35,0.0,12.9,16.13,3.23,0.0,6.45,0.0,0.0,0.0,6.45,3.23,6.45,0.0,0.0
6.25,6.25,0.0,0.0,6.25,18.75,3.12,0.0,15.62,15.62,0.0,6.25,0.0,3.12,0.0,6.25,3.12,9.38,0.0,0.0
9.09,6.06,0.0,3.03,6.06,15.15,3.03,3.03,15.15,12.12,0.0,6.06,0.0,3.03,0.0,6.06,3.03,9.09,0.0,0.0
4.0,8.0,0.0,0.0,8.0,16.0,0.0,4.0,16.0,12.0,4.0,8.0,0.0,4.0,0.0,4.0,0.0,12.0,0.0,0.0
12.9,6.45,6.45,3.23,0.0,12.9,0.0,9.68,19.35,19.35,0.0,0.0,3.23,0.0,0.0,0.0,6.45,0.0,0.0,0.0
2.33,13.95,4.65,2.33,0.0,11.63,6.98,0.0,2.33,4.65,2.33,0.0,9.3,6.98,16.28,11.63,2.33,2.33,0.0,0.0
15.38,0.0,2.56,2.56,2.56,10.26,7.69,10.26,17.95,0.0,0.0,7.69,0.0,0.0,5.13,5.13,2.56,7.69,0.0,2.56
9.3,0.0,2.33,0.0,2.33,11.63,4.65,18.6,23.26,2.33,0.0,4.65,4.65,4.65,2.33,4.65,2.33,2.33,0.0,0.0
10.53,0.0,0.0,2.63,0.0,18.42,7.89,13.16,18.42,2.63,0.0,2.63,2.63,0.0,2.63,2.63,2.63,10.53,0.0,2.63
10.53,0.0,0.0,2.63,0.0,18.42,5.26,10.53,15.79,5.26,0.0,5.26,2.63,2.63,5.26,0.0,2.63,10.53,0.0,2.63
10.53,0.0,0.0,2.63,0.0,18.42,5.26,13.16,18.42,2.63,0.0,2.63,2.63,2.63,2.63,2.63,2.63,10.53,0.0,2.63
13.16,0.0,0.0,2.63,0.0,18.42,7.89,7.89,13.16,2.63,0.0,2.63,2.63,0.0,5.26,2.63,5.26,13.16,0.0,2.63
7.89,0.0,0.0,2.63,0.0,26.32,2.63,10.53,13.16,7.89,0.0,2.63,0.0,10.53,2.63,2.63,2.63,5.26,0.0,2.63
8.51,8.51,2.13,0.0,2.13,19.15,2.13,6.38,10.64,2.13,2.13,4.26,2.13,0.0,0.0,4.26,12.77,4.26,2.13,6.38
4.65,9.3,2.33,0.0,0.0,23.26,0.0,4.65,9.3,2.33,0.0,4.65,2.33,4.65,0.0,4.65,4.65,9.3,6.98,6.98
2.33,9.3,4.65,0.0,0.0,23.26,0.0,6.98,11.63,2.33,0.0,4.65,2.33,4.65,0.0,2.33,4.65,9.3,4.65,6.98
9.09,9.09,2.27,0.0,0.0,18.18,6.82,4.55,9.09,0.0,2.27,6.82,0.0,2.27,0.0,4.55,11.36,4.55,4.55,4.55
13.95,4.65,2.33,0.0,0.0,16.28,2.33,4.65,11.63,0.0,0.0,11.63,0.0,0.0,0.0,11.63,4.65,4.65,9.3,2.33
13.95,4.65,2.33,0.0,0.0,20.93,0.0,6.98,11.63,2.33,0.0,11.63,0.0,0.0,0.0,9.3,2.33,4.65,4.65,4.65
11.63,4.65,2.33,0.0,0.0,16.28,0.0,6.98,9.3,4.65,0.0,11.63,0.0,0.0,0.0,13.95,4.65,4.65,4.65,4.65
9.3,4.65,2.33,0.0,0.0,18.6,4.65,2.33,6.98,2.33,2.33,18.6,0.0,0.0,0.0,4.65,4.65,6.98,6.98,4.65
2.7,5.41,5.41,5.41,0.0,8.11,2.7,5.41,10.81,5.41,0.0,8.11,2.7,0.0,0.0,10.81,8.11,8.11,5.41,5.41
5.41,10.81,0.0,0.0,0.0,21.62,8.11,0.0,2.7,2.7,0.0,13.51,0.0,2.7,0.0,8.11,2.7,10.81,5.41,5.41
5.41,10.81,0.0,0.0,5.41,16.22,8.11,0.0,8.11,2.7,0.0,8.11,0.0,2.7,0.0,13.51,2.7,8.11,2.7,5.41
8.11,10.81,0.0,0.0,2.7,16.22,5.41,0.0,10.81,2.7,0.0,8.11,0.0,2.7,2.7,8.11,5.41,8.11,2.7,5.41
11.36,4.55,0.0,4.55,0.0,18.18,2.27,6.82,4.55,2.27,2.27,11.36,0.0,0.0,2.27,9.09,2.27,6.82,6.82,4.55
6.98,4.65,2.33,2.33,0.0,11.63,2.33,6.98,9.3,2.33,0.0,9.3,4.65,4.65,4.65,2.33,2.33,6.98,9.3,6.98
12.5,8.33,0.0,0.0,12.5,4.17,0.0,4.17,16.67,20.83,4.17,4.17,8.33,0.0,0.0,0.0,4.17,0.0,0.0,0.0
6.38,2.13,4.26,2.13,4.26,10.64,2.13,2.13,8.51,4.26,4.26,0.0,2.13,4.26,2.13,6.38,17.02,4.26,4.26,8.51
7.14,0.0,0.0,0.0,21.43,0.0,0.0,14.29,7.14,14.29,0.0,0.0,7.14,0.0,0.0,21.43,0.0,7.14,0.0,0.0
7.69,0.0,0.0,0.0,23.08,7.69,0.0,0.0,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0
2.63,0.0,2.63,2.63,0.0,13.16,0.0,15.79,10.53,10.53,0.0,7.89,5.26,10.53,15.79,0.0,0.0,2.63,0.0,0.0
6.9,3.45,6.9,0.0,3.45,17.24,0.0,10.34,17.24,10.34,0.0,0.0,0.0,3.45,3.45,3.45,3.45,6.9,3.45,0.0
9.09,3.03,6.06,0.0,0.0,15.15,0.0,3.03,15.15,21.21,0.0,0.0,0.0,3.03,0.0,15.15,3.03,6.06,0.0,0.0
9.09,6.06,6.06,0.0,0.0,12.12,0.0,6.06,15.15,21.21,0.0,0.0,0.0,0.0,0.0,15.15,3.03,6.06,0.0,0.0
16.67,8.33,0.0,0.0,4.17,0.0,0.0,16.67,12.5,12.5,0.0,4.17,8.33,0.0,0.0,4.17,8.33,4.17,0.0,0.0
0.0,0.0,6.25,3.12,0.0,9.38,3.12,3.12,6.25,6.25,0.0,0.0,3.12,9.38,15.62,15.62,3.12,6.25,6.25,3.12
9.38,6.25,6.25,0.0,6.25,15.62,0.0,6.25,18.75,15.62,0.0,3.12,0.0,0.0,0.0,3.12,6.25,3.12,0.0,0.0
0.0,8.7,0.0,0.0,0.0,8.7,0.0,4.35,21.74,17.39,0.0,0.0,0.0,4.35,0.0,4.35,8.7,21.74,0.0,0.0
5.56,5.56,5.56,2.78,2.78,2.78,0.0,8.33,27.78,8.33,2.78,2.78,2.78,2.78,0.0,5.56,8.33,5.56,0.0,0.0
8.11,2.7,8.11,5.41,0.0,8.11,0.0,10.81,24.32,10.81,2.7,0.0,0.0,5.41,0.0,0.0,0.0,8.11,2.7,2.7
2.94,0.0,0.0,0.0,17.65,2.94,0.0,5.88,35.29,2.94,0.0,2.94,5.88,0.0,8.82,5.88,0.0,8.82,0.0,0.0
2.94,0.0,0.0,0.0,17.65,2.94,0.0,5.88,38.24,2.94,0.0,0.0,5.88,0.0,8.82,5.88,0.0,8.82,0.0,0.0
2.94,0.0,0.0,0.0,20.59,2.94,0.0,2.94,38.24,2.94,0.0,2.94,5.88,0.0,5.88,2.94,2.94,8.82,0.0,0.0
5.0,0.0,0.0,0.0,5.0,25.0,0.0,10.0,5.0,5.0,5.0,0.0,0.0,10.0,0.0,15.0,5.0,5.0,5.0,0.0
9.09,0.0,0.0,0.0,0.0,9.09,0.0,9.09,18.18,9.09,0.0,0.0,18.18,0.0,18.18,0.0,0.0,9.09,0.0,0.0
9.09,0.0,0.0,0.0,9.09,9.09,0.0,9.09,18.18,9.09,0.0,0.0,18.18,0.0,18.18,0.0,0.0,0.0,0.0,0.0
6.67,0.0,0.0,0.0,0.0,13.33,0.0,6.67,20.0,20.0,0.0,0.0,20.0,0.0,6.67,0.0,6.67,0.0,0.0,0.0
8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,16.67,8.33,0.0,0.0,8.33,0.0,16.67,0.0,8.33,16.67,0.0,0.0
7.14,0.0,0.0,0.0,7.14,7.14,0.0,7.14,7.14,14.29,0.0,0.0,7.14,0.0,21.43,0.0,14.29,7.14,0.0,0.0
9.09,0.0,3.03,3.03,6.06,24.24,0.0,3.03,12.12,12.12,3.03,0.0,0.0,6.06,0.0,6.06,3.03,9.09,0.0,0.0
9.09,0.0,3.03,3.03,6.06,24.24,0.0,3.03,15.15,12.12,3.03,0.0,0.0,3.03,0.0,6.06,3.03,9.09,0.0,0.0
15.15,0.0,3.03,0.0,3.03,21.21,0.0,0.0,9.09,15.15,3.03,0.0,0.0,9.09,0.0,3.03,6.06,12.12,0.0,0.0
0.0,0.0,4.0,0.0,0.0,28.0,0.0,4.0,8.0,28.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0
4.44,22.22,0.0,2.22,0.0,13.33,0.0,0.0,0.0,2.22,0.0,8.89,0.0,15.56,13.33,6.67,4.44,0.0,0.0,6.67
8.11,16.22,0.0,0.0,0.0,16.22,2.7,5.41,8.11,2.7,0.0,5.41,5.41,5.41,2.7,8.11,0.0,5.41,0.0,8.11
8.0,16.0,2.0,6.0,4.0,12.0,8.0,0.0,8.0,2.0,2.0,10.0,0.0,2.0,2.0,6.0,4.0,2.0,4.0,2.0
0.0,17.02,10.64,4.26,2.13,6.38,4.26,0.0,6.38,6.38,0.0,6.38,2.13,0.0,10.64,4.26,10.64,4.26,2.13,2.13
4.44,17.78,6.67,4.44,4.44,13.33,2.22,2.22,4.44,2.22,0.0,6.67,0.0,2.22,11.11,4.44,6.67,2.22,2.22,2.22
4.26,17.02,4.26,2.13,2.13,17.02,0.0,2.13,6.38,4.26,6.38,4.26,0.0,10.64,8.51,2.13,0.0,6.38,2.13,0.0
2.13,17.02,2.13,6.38,4.26,4.26,2.13,6.38,12.77,6.38,0.0,2.13,8.51,0.0,8.51,6.38,10.64,0.0,0.0,0.0
0.0,16.22,0.0,0.0,5.41,18.92,5.41,2.7,8.11,0.0,0.0,2.7,2.7,8.11,8.11,2.7,5.41,0.0,0.0,13.51
0.0,16.22,0.0,0.0,5.41,18.92,5.41,2.7,8.11,2.7,0.0,5.41,2.7,8.11,2.7,5.41,2.7,0.0,0.0,13.51
2.7,16.22,0.0,2.7,8.11,18.92,5.41,0.0,8.11,2.7,0.0,5.41,5.41,5.41,0.0,2.7,2.7,2.7,0.0,10.81
22.41,0.0,3.45,1.72,5.17,10.34,0.0,13.79,1.72,3.45,1.72,1.72,3.45,3.45,0.0,3.45,6.9,8.62,5.17,3.45
14.29,8.57,5.71,2.86,5.71,20.0,0.0,8.57,2.86,8.57,0.0,2.86,5.71,0.0,0.0,2.86,5.71,2.86,2.86,0.0
17.14,0.0,0.0,5.71,1.43,12.86,0.0,10.0,11.43,7.14,1.43,1.43,1.43,0.0,2.86,5.71,5.71,11.43,2.86,1.43
6.98,11.63,4.65,0.0,2.33,18.6,6.98,0.0,4.65,2.33,4.65,0.0,2.33,0.0,0.0,11.63,4.65,2.33,4.65,11.63
20.0,0.0,4.29,0.0,2.86,8.57,0.0,15.71,7.14,5.71,0.0,2.86,0.0,1.43,1.43,10.0,5.71,10.0,1.43,2.86
31.03,0.0,3.45,0.0,3.45,12.07,1.72,6.9,1.72,13.79,0.0,0.0,1.72,1.72,1.72,3.45,8.62,3.45,3.45,1.72
36.36,0.0,0.0,6.06,0.0,9.09,0.0,6.06,18.18,6.06,0.0,3.03,0.0,0.0,0.0,6.06,3.03,3.03,3.03,0.0
17.86,0.0,3.57,0.0,0.0,10.71,0.0,0.0,14.29,14.29,3.57,10.71,0.0,3.57,0.0,3.57,3.57,10.71,3.57,0.0
25.81,0.0,3.23,0.0,0.0,9.68,3.23,3.23,12.9,16.13,3.23,0.0,0.0,3.23,0.0,3.23,9.68,3.23,3.23,0.0
33.33,0.0,3.03,3.03,0.0,12.12,0.0,3.03,15.15,9.09,0.0,3.03,0.0,0.0,0.0,3.03,6.06,6.06,3.03,0.0
27.59,0.0,3.45,3.45,0.0,13.79,0.0,3.45,13.79,10.34,0.0,0.0,0.0,0.0,0.0,6.9,3.45,10.34,3.45,0.0
10.0,0.0,0.0,3.33,6.67,16.67,3.33,0.0,13.33,13.33,0.0,0.0,3.33,10.0,0.0,6.67,3.33,6.67,3.33,0.0
16.0,0.0,4.0,4.0,4.0,12.0,0.0,4.0,16.0,4.0,12.0,4.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0,0.0
20.0,0.0,4.0,4.0,4.0,12.0,0.0,4.0,16.0,8.0,8.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
17.86,0.0,3.57,0.0,0.0,10.71,0.0,0.0,10.71,14.29,3.57,10.71,0.0,3.57,0.0,3.57,3.57,14.29,3.57,0.0
21.43,0.0,3.57,0.0,0.0,7.14,0.0,0.0,10.71,14.29,3.57,10.71,0.0,3.57,0.0,3.57,3.57,14.29,3.57,0.0
23.53,0.0,5.88,0.0,2.94,14.71,2.94,5.88,11.76,8.82,0.0,0.0,0.0,2.94,0.0,5.88,5.88,5.88,2.94,0.0
33.33,0.0,0.0,6.06,0.0,9.09,0.0,6.06,15.15,9.09,0.0,3.03,0.0,3.03,0.0,6.06,3.03,3.03,3.03,0.0
30.3,0.0,0.0,6.06,0.0,9.09,0.0,6.06,12.12,9.09,0.0,3.03,0.0,6.06,0.0,9.09,3.03,3.03,3.03,0.0
36.36,0.0,0.0,6.06,0.0,9.09,0.0,6.06,12.12,9.09,0.0,3.03,0.0,6.06,0.0,6.06,3.03,0.0,3.03,0.0
21.05,0.0,0.0,0.0,10.53,0.0,5.26,10.53,5.26,15.79,0.0,5.26,5.26,0.0,0.0,10.53,5.26,5.26,0.0,0.0
22.58,0.0,6.45,0.0,0.0,9.68,3.23,6.45,12.9,12.9,0.0,0.0,0.0,3.23,0.0,3.23,6.45,9.68,3.23,0.0
25.81,0.0,3.23,0.0,3.23,9.68,3.23,3.23,12.9,12.9,6.45,0.0,0.0,3.23,0.0,3.23,9.68,0.0,3.23,0.0
16.13,0.0,0.0,3.23,0.0,6.45,0.0,0.0,16.13,12.9,3.23,12.9,0.0,6.45,0.0,0.0,6.45,12.9,3.23,0.0
14.29,0.0,7.14,3.57,3.57,7.14,0.0,3.57,14.29,7.14,3.57,10.71,0.0,0.0,0.0,3.57,3.57,14.29,3.57,0.0
